id	title	description	link	image_link	brand	price	availability	item_group_id	google_product_category	product_type	color	material	size	condition	gender	age_group	sale_price	sale_price_effective_date	additional_image_link	custom_label_0
447_66_43	Skórzane botki Lestrosa Elodie — mleczne	Skórzane botki Lestrosa Elodie w mleku: kontrastowa wypustka, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Elodie-mleczne-p447	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7095%5D_1200.jpg	Lestrosa	1050.00 PLN	in_stock	447	187	Obuwie > Buty	Mleczny	Skóra groszkowa	39	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7094%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7096%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7097%5D_1200.jpg	jesen
447_66_44	Skórzane botki Lestrosa Elodie — mleczne	Skórzane botki Lestrosa Elodie w mleku: kontrastowa wypustka, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Elodie-mleczne-p447	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7095%5D_1200.jpg	Lestrosa	1050.00 PLN	in_stock	447	187	Obuwie > Buty	Mleczny	Skóra groszkowa	40	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7094%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7096%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Elodie-mleczne_%5B7097%5D_1200.jpg	jesen
437_52_40	Skórzane botki Lestrosa Wiola — brązowe	Skórzane botki Lestrosa Wiola w brązie: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-brazowe-p437	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7053%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	437	187	Obuwie > Buty	Brązowy	Skóra gładka	36	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7055%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7052%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7054%5D_1200.jpg	jesen
437_52_41	Skórzane botki Lestrosa Wiola — brązowe	Skórzane botki Lestrosa Wiola w brązie: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-brazowe-p437	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7053%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	437	187	Obuwie > Buty	Brązowy	Skóra gładka	37	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7055%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7052%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7054%5D_1200.jpg	jesen
437_52_42	Skórzane botki Lestrosa Wiola — brązowe	Skórzane botki Lestrosa Wiola w brązie: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-brazowe-p437	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7053%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	437	187	Obuwie > Buty	Brązowy	Skóra gładka	38	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7055%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7052%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7054%5D_1200.jpg	jesen
437_52_43	Skórzane botki Lestrosa Wiola — brązowe	Skórzane botki Lestrosa Wiola w brązie: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-brazowe-p437	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7053%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	437	187	Obuwie > Buty	Brązowy	Skóra gładka	39	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7055%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7052%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7054%5D_1200.jpg	jesen
437_52_44	Skórzane botki Lestrosa Wiola — brązowe	Skórzane botki Lestrosa Wiola w brązie: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-brazowe-p437	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7053%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	437	187	Obuwie > Buty	Brązowy	Skóra gładka	40	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7055%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7052%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-brazowe_%5B7054%5D_1200.jpg	jesen
436_45_40	Skórzane botki Lestrosa Wiola — czarne	Skórzane botki Lestrosa Wiola w czerni: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p436	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7049%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	436	187	Obuwie > Buty	Czarny	Skóra gładka	36	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7051%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7048%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7050%5D_1200.jpg	jesen
436_45_41	Skórzane botki Lestrosa Wiola — czarne	Skórzane botki Lestrosa Wiola w czerni: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p436	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7049%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	436	187	Obuwie > Buty	Czarny	Skóra gładka	37	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7051%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7048%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7050%5D_1200.jpg	jesen
436_45_42	Skórzane botki Lestrosa Wiola — czarne	Skórzane botki Lestrosa Wiola w czerni: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p436	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7049%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	436	187	Obuwie > Buty	Czarny	Skóra gładka	38	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7051%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7048%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7050%5D_1200.jpg	jesen
436_45_43	Skórzane botki Lestrosa Wiola — czarne	Skórzane botki Lestrosa Wiola w czerni: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p436	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7049%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	436	187	Obuwie > Buty	Czarny	Skóra gładka	39	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7051%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7048%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7050%5D_1200.jpg	jesen
436_45_44	Skórzane botki Lestrosa Wiola — czarne	Skórzane botki Lestrosa Wiola w czerni: ostry szpic, wysoka cholewka, wygięty słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p436	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7049%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	436	187	Obuwie > Buty	Czarny	Skóra gładka	40	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7051%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7048%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B7050%5D_1200.jpg	jesen
442_52_40	Skórzane botki Lestrosa Wiola z paskiem — brązowe	Skórzane botki Lestrosa Wiola z paskiem w brązie: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe-p442	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7072%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	442	187	Obuwie > Buty	Brązowy	Skóra groszkowa	36	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7073%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7074%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7075%5D_1200.jpg	jesen
442_52_41	Skórzane botki Lestrosa Wiola z paskiem — brązowe	Skórzane botki Lestrosa Wiola z paskiem w brązie: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe-p442	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7072%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	442	187	Obuwie > Buty	Brązowy	Skóra groszkowa	37	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7073%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7074%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7075%5D_1200.jpg	jesen
442_52_42	Skórzane botki Lestrosa Wiola z paskiem — brązowe	Skórzane botki Lestrosa Wiola z paskiem w brązie: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe-p442	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7072%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	442	187	Obuwie > Buty	Brązowy	Skóra groszkowa	38	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7073%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7074%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7075%5D_1200.jpg	jesen
442_52_43	Skórzane botki Lestrosa Wiola z paskiem — brązowe	Skórzane botki Lestrosa Wiola z paskiem w brązie: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe-p442	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7072%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	442	187	Obuwie > Buty	Brązowy	Skóra groszkowa	39	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7073%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7074%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7075%5D_1200.jpg	jesen
442_52_44	Skórzane botki Lestrosa Wiola z paskiem — brązowe	Skórzane botki Lestrosa Wiola z paskiem w brązie: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe-p442	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7072%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	442	187	Obuwie > Buty	Brązowy	Skóra groszkowa	40	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7073%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7074%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-brazowe_%5B7075%5D_1200.jpg	jesen
443_65_40	Skórzane botki Lestrosa Wiola z paskiem — cappuccino	Skórzane botki Lestrosa Wiola z paskiem w cappuccino: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino-p443	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7092%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	443	187	Obuwie > Buty	Cappuccino	Skóra groszkowa	36	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7076%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7093%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7077%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7078%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7079%5D_1200.jpg	jesen
443_65_41	Skórzane botki Lestrosa Wiola z paskiem — cappuccino	Skórzane botki Lestrosa Wiola z paskiem w cappuccino: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino-p443	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7092%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	443	187	Obuwie > Buty	Cappuccino	Skóra groszkowa	37	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7076%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7093%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7077%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7078%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7079%5D_1200.jpg	jesen
443_65_42	Skórzane botki Lestrosa Wiola z paskiem — cappuccino	Skórzane botki Lestrosa Wiola z paskiem w cappuccino: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino-p443	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7092%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	443	187	Obuwie > Buty	Cappuccino	Skóra groszkowa	38	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7076%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7093%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7077%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7078%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7079%5D_1200.jpg	jesen
443_65_43	Skórzane botki Lestrosa Wiola z paskiem — cappuccino	Skórzane botki Lestrosa Wiola z paskiem w cappuccino: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino-p443	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7092%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	443	187	Obuwie > Buty	Cappuccino	Skóra groszkowa	39	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7076%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7093%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7077%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7078%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7079%5D_1200.jpg	jesen
443_65_44	Skórzane botki Lestrosa Wiola z paskiem — cappuccino	Skórzane botki Lestrosa Wiola z paskiem w cappuccino: ziarnista skóra, odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino-p443	https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7092%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	443	187	Obuwie > Buty	Cappuccino	Skóra groszkowa	40	new	female	adult			https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7076%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7093%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7077%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7078%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/7000-8000/Skorzane-botki-Lestrosa-Wiola-z-paskiem-cappuccino_%5B7079%5D_1200.jpg	jesen
397_45_40	Skórzane botki Lestrosa Wiola z paskiem — czarne	Skórzane botki Lestrosa Wiola w czerni, ziarnista skóra. Odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p397	https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6698%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	397	187	Obuwie > Buty	Czarny	Skóra groszkowa	36	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6695%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6696%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6697%5D_1200.jpg	jesen
397_45_41	Skórzane botki Lestrosa Wiola z paskiem — czarne	Skórzane botki Lestrosa Wiola w czerni, ziarnista skóra. Odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p397	https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6698%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	397	187	Obuwie > Buty	Czarny	Skóra groszkowa	37	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6695%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6696%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6697%5D_1200.jpg	jesen
397_45_42	Skórzane botki Lestrosa Wiola z paskiem — czarne	Skórzane botki Lestrosa Wiola w czerni, ziarnista skóra. Odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p397	https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6698%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	397	187	Obuwie > Buty	Czarny	Skóra groszkowa	38	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6695%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6696%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6697%5D_1200.jpg	jesen
397_45_43	Skórzane botki Lestrosa Wiola z paskiem — czarne	Skórzane botki Lestrosa Wiola w czerni, ziarnista skóra. Odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p397	https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6698%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	397	187	Obuwie > Buty	Czarny	Skóra groszkowa	39	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6695%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6696%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6697%5D_1200.jpg	jesen
397_45_44	Skórzane botki Lestrosa Wiola z paskiem — czarne	Skórzane botki Lestrosa Wiola w czerni, ziarnista skóra. Odpinany pasek, ostry szpic, słupek 7 cm.	https://www.italy-shop.eu/Skorzane-botki-Lestrosa-Wiola-czarne-p397	https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6698%5D_1200.jpg	Lestrosa	1090.00 PLN	in_stock	397	187	Obuwie > Buty	Czarny	Skóra groszkowa	40	new	female	adult			https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6695%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6696%5D_1200.jpg,https://www.italy-shop.eu/images/ly453/6000-7000/Skorzane-botki-Lestrosa-Wiola-czarne_%5B6697%5D_1200.jpg	jesen
